Date,Department,Region,Product,Revenue,Cost,Profit,Units_Sold,Employee_Count,Marketing_Spend,Customer_Satisfaction
2023-07-23 00:59:47.393696,IT,North,Product A,656.1,394.97,261.13,274,39,293.84,3.9
2023-07-23 09:45:39.169584,Marketing,East,Product D,686.04,443.08,242.96,322,19,158.1,3.1
2023-07-23 18:31:30.945472,Operations,South,Product D,777.32,483.44,293.88,49,79,356.77,4.0
2023-07-24 03:17:22.721360,Sales,North,Product A,610.89,454.88,156.01,495,35,225.06,3.2
2023-07-24 12:03:14.497248,HR,East,Product A,586.88,263.15,323.73,317,66,116.57,3.3
2023-07-24 20:49:06.273136,Marketing,West,Product B,697.04,383.66,313.38,219,32,229.52,3.6
2023-07-25 05:34:58.049024,Finance,North,Product B,937.37,514.33,423.04,281,29,169.36,3.2
2023-07-25 14:20:49.824912,Marketing,North,Product A,556.76,303.97,252.79,145,29,234.73,3.5
2023-07-25 23:06:41.600800,Finance,West,Product B,643.98,407.21,236.77,96,79,196.57,3.1
2023-07-26 07:52:33.376688,Operations,South,Product E,684.18,390.97,293.21,69,5,205.94,2.7
2023-07-26 16:38:25.152576,Finance,West,Product D,615.16,357.47,257.69,173,63,127.07,4.4
2023-07-27 01:24:16.928464,HR,North,Product D,864.12,476.41,387.71,12,73,279.2,3.0
2023-07-27 10:10:08.704352,Sales,West,Product A,396.61,296.31,100.3,24,78,107.51,3.7
2023-07-27 18:56:00.480240,Finance,East,Product C,181.9,131.81,50.09,111,46,111.3,4.3
2023-07-28 03:41:52.256128,Finance,West,Product A,650.75,330.39,320.36,264,38,229.39,3.4
2023-07-28 12:27:44.032016,Sales,North,Product B,924.59,405.95,518.64,234,70,328.23,3.3
2023-07-28 21:13:35.807903,HR,West,Product C,275.93,191.47,84.46,219,22,171.79,3.9
2023-07-29 05:59:27.583791,Marketing,South,Product B,865.8,648.49,217.31,32,9,256.08,4.5
2023-07-29 14:45:19.359679,Finance,West,Product E,472.08,237.18,234.9,244,24,285.87,3.1
2023-07-29 23:31:11.135567,Sales,South,Product B,626.23,328.91,297.32,140,70,265.17,3.7
2023-07-30 08:17:02.911455,Operations,East,Product E,609.83,444.91,164.92,167,79,175.1,2.8
2023-07-30 17:02:54.687343,Sales,South,Product E,399.45,259.2,140.25,182,66,112.72,3.6
2023-07-31 01:48:46.463231,Operations,West,Product B,872.85,439.46,433.39,26,36,23.4,3.8
2023-07-31 10:34:38.239119,HR,North,Product B,920.27,555.26,365.01,379,62,178.97,3.3
2023-07-31 19:20:30.015007,Marketing,South,Product E,376.22,274.82,101.4,451,54,294.25,3.5
2023-08-01 04:06:21.790895,Sales,East,Product C,198.51,135.81,62.7,323,42,110.07,3.0
2023-08-01 12:52:13.566783,IT,South,Product E,339.88,224.2,115.68,489,59,256.02,3.8
2023-08-01 21:38:05.342671,Finance,South,Product D,1329.34,874.64,454.7,375,32,123.99,4.4
2023-08-02 06:23:57.118559,HR,South,Product E,364.11,168.33,195.78,194,78,208.49,3.1
2023-08-02 15:09:48.894447,Sales,East,Product C,462.11,318.23,143.88,400,26,256.62,3.4
2023-08-02 23:55:40.670335,Finance,West,Product D,911.68,452.78,458.9,432,47,147.24,4.1
2023-08-03 08:41:32.446223,Sales,South,Product A,539.1,391.19,147.91,343,40,213.64,4.5
2023-08-03 17:27:24.222111,Operations,South,Product A,583.18,307.7,275.48,451,56,166.79,2.9
2023-08-04 02:13:15.997999,Sales,North,Product C,331.31,231.98,99.33,193,40,256.41,3.7
2023-08-04 10:59:07.773886,IT,East,Product E,641.82,316.53,325.29,152,32,218.83,4.0
2023-08-04 19:44:59.549774,Sales,South,Product B,820.51,475.97,344.54,53,62,204.52,3.7
2023-08-05 04:30:51.325662,Sales,East,Product C,327.85,143.4,184.45,21,40,324.67,2.3
2023-08-05 13:16:43.101550,IT,South,Product D,642.96,405.73,237.23,17,74,252.98,4.1
2023-08-05 22:02:34.877438,HR,West,Product D,1137.66,787.97,349.69,89,13,144.77,4.7
2023-08-06 06:48:26.653326,Sales,West,Product A,434.39,282.99,151.4,306,25,193.13,3.9
2023-08-06 15:34:18.429214,IT,South,Product D,647.57,377.62,269.95,171,68,193.93,3.2
2023-08-07 00:20:10.205102,Finance,West,Product C,352.97,146.76,206.21,311,65,206.43,3.5
2023-08-07 09:06:01.980990,Operations,South,Product D,1014.12,736.97,277.15,225,44,401.96,4.9
2023-08-07 17:51:53.756878,Operations,West,Product C,407.43,263.58,143.85,257,60,229.67,4.3
2023-08-08 02:37:45.532766,Sales,North,Product B,679.87,449.43,230.44,38,8,37.13,4.2
2023-08-08 11:23:37.308654,HR,North,Product A,744.91,505.15,239.76,281,35,156.58,4.0
2023-08-08 20:09:29.084542,HR,North,Product D,832.09,550.6,281.49,142,31,45.41,3.4
2023-08-09 04:55:20.860430,Finance,East,Product C,189.61,105.12,84.49,14,62,173.62,3.7
2023-08-09 13:41:12.636318,Sales,East,Product E,460.07,302.16,157.91,253,29,41.02,3.8
2023-08-09 22:27:04.412206,Operations,North,Product A,522.71,323.43,199.28,39,73,130.27,4.1
2023-08-10 07:12:56.188094,HR,East,Product B,699.55,488.92,210.63,126,74,78.34,4.7
2023-08-10 15:58:47.963981,Sales,West,Product C,286.99,195.4,91.59,187,9,230.73,4.5
2023-08-11 00:44:39.739869,HR,South,Product B,565.36,234.33,331.03,270,12,200.04,2.9
2023-08-11 09:30:31.515757,IT,South,Product B,937.76,499.46,438.3,244,13,224.24,3.9
2023-08-11 18:16:23.291645,HR,South,Product D,669.49,275.93,393.56,150,19,191.64,4.2
2023-08-12 03:02:15.067533,Operations,North,Product D,1240.01,540.3,699.71,492,11,88.46,4.2
2023-08-12 11:48:06.843421,Marketing,East,Product C,345.45,210.9,134.55,314,76,241.08,3.4
2023-08-12 20:33:58.619309,Finance,West,Product E,268.08,189.22,78.86,354,19,353.78,5.0
2023-08-13 05:19:50.395197,Finance,West,Product C,425.89,188.22,237.67,59,41,232.74,3.0
2023-08-13 14:05:42.171085,Operations,North,Product E,686.52,383.0,303.52,279,43,165.93,3.2
2023-08-13 22:51:33.946973,HR,West,Product B,675.3,485.41,189.89,117,10,85.75,3.9
2023-08-14 07:37:25.722861,Sales,West,Product A,665.13,455.62,209.51,55,61,127.35,5.0
2023-08-14 16:23:17.498749,HR,West,Product C,375.62,218.57,157.05,483,23,236.24,3.3
2023-08-15 01:09:09.274637,Operations,West,Product C,278.95,186.91,92.04,91,67,285.85,3.6
2023-08-15 09:55:01.050525,Finance,East,Product E,501.24,292.19,209.05,135,35,220.87,4.4
2023-08-15 18:40:52.826413,HR,West,Product B,944.94,430.26,514.68,93,79,263.99,3.8
2023-08-16 03:26:44.602301,Finance,South,Product B,948.69,420.89,527.8,299,14,256.61,3.6
2023-08-16 12:12:36.378189,Sales,North,Product E,473.07,220.42,252.65,80,71,240.52,4.1
2023-08-16 20:58:28.154077,Finance,East,Product B,699.39,365.66,333.73,184,66,147.32,4.0
2023-08-17 05:44:19.929964,Finance,West,Product D,742.68,538.95,203.73,325,7,213.91,4.4
2023-08-17 14:30:11.705852,Marketing,East,Product A,470.91,320.17,150.74,339,22,132.13,4.6
2023-08-17 23:16:03.481740,Marketing,West,Product C,292.4,161.25,131.15,472,29,201.39,4.0
2023-08-18 08:01:55.257628,IT,South,Product A,510.37,292.23,218.14,346,24,226.47,4.0
2023-08-18 16:47:47.033516,Marketing,North,Product C,330.5,162.92,167.58,404,62,334.3,3.9
2023-08-19 01:33:38.809404,Finance,West,Product D,1340.6,866.73,473.87,363,54,95.22,4.1
2023-08-19 10:19:30.585292,Operations,West,Product B,922.61,628.27,294.34,100,14,238.52,3.8
2023-08-19 19:05:22.361180,Finance,West,Product E,750.67,363.04,387.63,478,25,318.5,3.8
2023-08-20 03:51:14.137068,Operations,West,Product D,1186.54,491.98,694.56,360,33,260.71,4.5
2023-08-20 12:37:05.912956,Operations,North,Product A,457.63,282.98,174.65,443,14,266.64,4.7
2023-08-20 21:22:57.688844,Marketing,North,Product E,334.52,199.67,134.85,258,17,247.02,2.9
2023-08-21 06:08:49.464732,HR,South,Product B,495.32,267.84,227.48,141,51,303.87,3.8
2023-08-21 14:54:41.240620,Sales,North,Product D,827.79,517.67,310.12,178,27,113.0,3.4
2023-08-21 23:40:33.016508,Marketing,West,Product E,305.46,181.05,124.41,452,54,89.13,3.6
2023-08-22 08:26:24.792396,Marketing,South,Product D,1262.64,615.79,646.85,69,8,199.49,4.0
2023-08-22 17:12:16.568284,HR,South,Product D,1215.26,655.27,559.99,378,71,27.11,4.2
2023-08-23 01:58:08.344172,Sales,South,Product B,768.88,422.76,346.12,346,57,298.45,3.7
2023-08-23 10:44:00.120060,Finance,West,Product C,464.38,328.82,135.56,250,6,297.66,2.7
2023-08-23 19:29:51.895947,IT,East,Product E,332.68,244.96,87.72,199,72,165.33,3.2
2023-08-24 04:15:43.671835,IT,West,Product B,882.53,628.85,253.68,349,69,170.34,4.3
2023-08-24 13:01:35.447723,Finance,North,Product D,742.9,484.16,258.74,290,61,194.21,2.2
2023-08-24 21:47:27.223611,Marketing,North,Product B,652.82,394.79,258.03,241,74,204.16,4.5
2023-08-25 06:33:18.999499,Sales,West,Product C,231.38,148.37,83.01,480,11,210.17,4.1
2023-08-25 15:19:10.775387,Marketing,West,Product E,612.35,446.21,166.14,472,23,244.66,4.6
2023-08-26 00:05:02.551275,Operations,South,Product C,286.35,139.6,146.75,298,48,186.19,3.7
2023-08-26 08:50:54.327163,Marketing,West,Product A,540.86,317.64,223.22,284,67,275.46,2.6
2023-08-26 17:36:46.103051,Marketing,South,Product E,483.74,310.25,173.49,322,69,235.68,4.1
2023-08-27 02:22:37.878939,Finance,North,Product C,268.4,171.17,97.23,24,43,151.44,4.6
2023-08-27 11:08:29.654827,Finance,South,Product D,1068.53,521.76,546.77,50,30,306.81,4.4
2023-08-27 19:54:21.430715,Finance,West,Product E,415.04,251.25,163.79,462,48,91.34,3.4
2023-08-28 04:40:13.206603,IT,North,Product E,609.31,413.46,195.85,217,16,192.63,3.9
2023-08-28 13:26:04.982491,Operations,East,Product B,852.26,482.62,369.64,69,26,277.35,3.5
2023-08-28 22:11:56.758379,Finance,South,Product D,1316.24,891.96,424.28,374,18,142.15,3.3
2023-08-29 06:57:48.534267,Sales,North,Product A,387.07,203.58,183.49,249,34,224.76,4.4
2023-08-29 15:43:40.310155,IT,South,Product C,200.58,146.14,54.44,105,48,243.47,3.1
2023-08-30 00:29:32.086043,HR,North,Product B,639.61,375.37,264.24,287,42,131.16,3.3
2023-08-30 09:15:23.861930,Sales,North,Product C,191.38,116.47,74.91,436,63,194.2,3.1
2023-08-30 18:01:15.637818,Sales,South,Product A,733.66,301.52,432.14,169,46,187.48,2.9
2023-08-31 02:47:07.413706,Finance,East,Product A,741.49,340.78,400.71,406,56,155.86,3.9
2023-08-31 11:32:59.189594,HR,North,Product E,563.2,350.04,213.16,431,67,384.13,4.5
2023-08-31 20:18:50.965482,HR,North,Product A,541.65,296.26,245.39,291,65,138.95,3.7
2023-09-01 05:04:42.741370,IT,North,Product C,192.94,111.49,81.45,218,38,280.39,2.9
2023-09-01 13:50:34.517258,HR,East,Product D,1039.18,438.58,600.6,142,43,168.58,4.3
2023-09-01 22:36:26.293146,Operations,East,Product D,652.1,451.22,200.88,390,45,113.07,4.8
2023-09-02 07:22:18.069034,Finance,West,Product E,414.91,279.89,135.02,442,41,208.23,3.4
2023-09-02 16:08:09.844922,HR,South,Product C,352.86,164.04,188.82,106,69,251.93,3.5
2023-09-03 00:54:01.620810,IT,East,Product C,338.69,210.67,128.02,228,36,273.64,4.1
2023-09-03 09:39:53.396698,Operations,South,Product A,482.82,331.41,151.41,398,12,324.98,4.8
2023-09-03 18:25:45.172586,Marketing,West,Product C,260.69,162.75,97.94,494,22,435.62,3.5
2023-09-04 03:11:36.948474,Marketing,South,Product B,452.68,230.25,222.43,80,49,220.04,3.0
2023-09-04 11:57:28.724362,Operations,East,Product A,447.13,281.53,165.6,441,37,146.95,4.2
2023-09-04 20:43:20.500250,IT,South,Product B,994.3,470.96,523.34,283,9,236.23,4.3
2023-09-05 05:29:12.276138,Operations,East,Product E,388.23,198.54,189.69,360,78,178.7,3.8
2023-09-05 14:15:04.052026,Finance,South,Product D,1120.33,542.27,578.06,143,40,274.08,3.5
2023-09-05 23:00:55.827913,Finance,East,Product E,628.29,373.78,254.51,75,27,96.23,4.4
2023-09-06 07:46:47.603801,Marketing,East,Product D,1185.87,519.27,666.6,136,44,389.47,4.1
2023-09-06 16:32:39.379689,HR,South,Product E,318.93,231.75,87.18,214,9,268.48,3.3
2023-09-07 01:18:31.155577,IT,West,Product C,315.3,162.92,152.38,307,38,65.28,3.8
2023-09-07 10:04:22.931465,Marketing,North,Product B,691.46,329.58,361.88,126,28,143.28,3.0
2023-09-07 18:50:14.707353,HR,West,Product D,641.2,367.92,273.28,445,21,265.29,4.2
2023-09-08 03:36:06.483241,HR,South,Product A,467.87,232.51,235.36,276,75,294.11,3.6
2023-09-08 12:21:58.259129,Finance,West,Product B,815.05,478.61,336.44,291,26,98.22,3.5
2023-09-08 21:07:50.035017,Sales,East,Product A,670.34,349.9,320.44,158,19,257.04,3.8
2023-09-09 05:53:41.810905,Sales,North,Product B,795.76,355.09,440.67,203,19,44.21,3.8
2023-09-09 14:39:33.586793,Operations,South,Product B,871.4,429.66,441.74,177,29,192.85,4.3
2023-09-09 23:25:25.362681,Finance,South,Product E,548.54,303.59,244.95,321,57,288.96,4.2
2023-09-10 08:11:17.138569,HR,South,Product D,541.46,222.32,319.14,383,25,155.88,3.7
2023-09-10 16:57:08.914457,IT,North,Product D,907.27,607.62,299.65,188,70,79.45,4.3
2023-09-11 01:43:00.690345,Sales,East,Product B,594.9,367.43,227.47,157,36,211.7,4.0
2023-09-11 10:28:52.466233,HR,South,Product C,318.69,194.55,124.14,474,25,151.62,3.5
2023-09-11 19:14:44.242121,Sales,West,Product C,303.87,179.62,124.25,473,72,250.36,3.7
2023-09-12 04:00:36.018009,Sales,South,Product A,549.99,333.63,216.36,66,48,129.17,3.7
2023-09-12 12:46:27.793896,Sales,South,Product A,390.23,283.75,106.48,499,70,138.19,4.1
2023-09-12 21:32:19.569784,IT,South,Product E,546.03,220.05,325.98,14,18,38.32,3.6
2023-09-13 06:18:11.345672,Finance,South,Product B,768.17,320.12,448.05,23,19,213.6,3.6
2023-09-13 15:04:03.121560,IT,East,Product A,407.49,190.31,217.18,289,24,187.13,5.0
2023-09-13 23:49:54.897448,Marketing,West,Product A,463.41,212.5,250.91,333,38,104.93,4.4
2023-09-14 08:35:46.673336,HR,East,Product B,868.05,402.27,465.78,445,40,215.5,3.3
2023-09-14 17:21:38.449224,Finance,West,Product E,526.24,334.26,191.98,313,13,282.17,4.1
2023-09-15 02:07:30.225112,Finance,South,Product A,525.43,294.67,230.76,225,75,182.75,3.9
2023-09-15 10:53:22.001000,Finance,North,Product E,561.91,419.82,142.09,184,34,221.45,4.0
2023-09-15 19:39:13.776888,Finance,East,Product D,790.6,379.02,411.58,325,67,221.86,3.9
2023-09-16 04:25:05.552776,IT,North,Product E,649.37,330.39,318.98,466,39,103.65,4.5
2023-09-16 13:10:57.328664,Finance,East,Product C,230.34,171.48,58.86,12,17,364.53,4.0
2023-09-16 21:56:49.104552,Operations,South,Product C,336.98,232.89,104.09,384,50,162.33,3.8
2023-09-17 06:42:40.880440,HR,East,Product E,396.39,223.73,172.66,146,60,252.49,4.4
2023-09-17 15:28:32.656328,Finance,South,Product C,340.51,202.3,138.21,475,13,261.54,3.9
2023-09-18 00:14:24.432216,HR,East,Product D,1084.91,754.13,330.78,109,40,188.83,3.9
2023-09-18 09:00:16.208104,Operations,South,Product B,654.55,372.01,282.54,92,7,248.54,4.0
2023-09-18 17:46:07.983991,Operations,South,Product C,376.07,177.55,198.52,289,23,219.67,3.7
2023-09-19 02:31:59.759879,HR,West,Product C,379.05,261.53,117.52,141,32,86.59,3.8
2023-09-19 11:17:51.535767,Sales,South,Product E,596.3,350.76,245.54,402,27,173.42,3.4
2023-09-19 20:03:43.311655,Marketing,West,Product D,712.81,323.31,389.5,490,11,151.0,3.3
2023-09-20 04:49:35.087543,Sales,South,Product B,797.55,460.15,337.4,10,18,163.06,3.2
2023-09-20 13:35:26.863431,Sales,North,Product E,643.4,350.41,292.99,125,50,95.68,3.0
2023-09-20 22:21:18.639319,IT,South,Product E,616.72,435.96,180.76,428,19,290.11,3.3
2023-09-21 07:07:10.415207,Sales,North,Product D,1314.7,583.88,730.82,211,71,328.16,3.7
2023-09-21 15:53:02.191095,Finance,North,Product B,958.68,677.14,281.54,149,19,278.24,3.9
2023-09-22 00:38:53.966983,IT,South,Product D,902.03,522.52,379.51,155,55,301.64,3.6
2023-09-22 09:24:45.742871,IT,North,Product B,1014.75,549.52,465.23,471,12,172.43,2.4
2023-09-22 18:10:37.518759,Operations,West,Product D,1403.98,641.18,762.8,275,73,149.1,4.7
2023-09-23 02:56:29.294647,Sales,East,Product E,318.84,205.74,113.1,211,66,137.71,4.5
2023-09-23 11:42:21.070535,Operations,South,Product E,370.59,268.45,102.14,411,55,251.53,4.1
2023-09-23 20:28:12.846423,HR,North,Product A,372.29,197.83,174.46,161,67,218.17,4.9
2023-09-24 05:14:04.622311,Marketing,South,Product C,390.29,189.12,201.17,394,72,193.82,3.2
2023-09-24 13:59:56.398199,IT,West,Product D,917.56,545.22,372.34,231,20,303.61,4.9
2023-09-24 22:45:48.174087,HR,South,Product A,670.38,454.96,215.42,88,28,232.4,3.2
2023-09-25 07:31:39.949974,HR,South,Product C,322.25,129.32,192.93,209,10,132.91,3.9
2023-09-25 16:17:31.725862,Finance,North,Product D,720.82,447.62,273.2,259,61,145.53,3.0
2023-09-26 01:03:23.501750,Marketing,West,Product B,586.15,356.84,229.31,108,35,254.56,3.8
2023-09-26 09:49:15.277638,HR,East,Product C,433.16,221.5,211.66,475,10,283.34,4.0
2023-09-26 18:35:07.053526,HR,East,Product E,447.19,249.53,197.66,498,33,244.13,3.7
2023-09-27 03:20:58.829414,Marketing,North,Product A,646.1,314.29,331.81,409,71,351.75,4.2
2023-09-27 12:06:50.605302,Marketing,South,Product C,343.12,232.11,111.01,222,79,330.8,3.9
2023-09-27 20:52:42.381190,HR,North,Product C,416.42,259.05,157.37,152,7,235.28,3.5
2023-09-28 05:38:34.157078,Marketing,North,Product E,549.86,322.46,227.4,199,32,132.91,3.5
2023-09-28 14:24:25.932966,HR,North,Product D,869.6,467.31,402.29,398,78,95.2,4.3
2023-09-28 23:10:17.708854,HR,South,Product B,884.94,444.23,440.71,310,52,169.01,3.4
2023-09-29 07:56:09.484742,Finance,West,Product E,629.37,432.98,196.39,383,14,260.26,4.3
2023-09-29 16:42:01.260630,Sales,North,Product B,1095.53,611.3,484.23,61,37,346.13,4.5
2023-09-30 01:27:53.036518,HR,South,Product D,1159.62,667.37,492.25,464,71,233.4,2.8
2023-09-30 10:13:44.812406,Operations,West,Product C,276.45,160.97,115.48,121,73,293.5,4.5
2023-09-30 18:59:36.588294,IT,North,Product B,1025.88,571.34,454.54,144,16,180.38,5.0
2023-10-01 03:45:28.364182,Sales,East,Product A,587.24,287.53,299.71,420,61,249.82,4.0
2023-10-01 12:31:20.140070,Sales,West,Product A,453.3,200.41,252.89,482,48,265.87,4.2
2023-10-01 21:17:11.915957,Sales,North,Product E,394.89,171.57,223.32,479,17,41.63,4.4
2023-10-02 06:03:03.691845,Finance,West,Product D,1152.13,766.3,385.83,121,28,166.92,3.6
2023-10-02 14:48:55.467733,HR,West,Product E,581.29,277.99,303.3,22,48,275.98,3.9
2023-10-02 23:34:47.243621,Finance,West,Product E,569.89,239.06,330.83,282,61,221.96,3.0
2023-10-03 08:20:39.019509,HR,West,Product E,580.13,393.98,186.15,242,20,104.28,3.9
2023-10-03 17:06:30.795397,Finance,West,Product A,681.22,309.22,372.0,53,25,20.0,4.1
2023-10-04 01:52:22.571285,Finance,West,Product A,678.0,419.55,258.45,406,55,170.74,4.1
2023-10-04 10:38:14.347173,IT,North,Product E,593.87,307.94,285.93,483,25,194.27,4.4
2023-10-04 19:24:06.123061,Operations,East,Product A,512.25,227.58,284.67,82,64,129.29,3.3
2023-10-05 04:09:57.898949,Finance,South,Product D,655.57,357.33,298.24,270,55,211.45,3.5
2023-10-05 12:55:49.674837,IT,West,Product E,384.91,155.96,228.95,240,25,240.51,4.9
2023-10-05 21:41:41.450725,Marketing,South,Product A,478.71,332.4,146.31,42,10,253.65,3.7
2023-10-06 06:27:33.226613,Operations,North,Product B,1008.56,584.69,423.87,397,77,20.0,3.9
2023-10-06 15:13:25.002501,Finance,West,Product E,693.1,311.0,382.1,485,69,94.86,3.8
2023-10-06 23:59:16.778389,Sales,East,Product E,612.4,295.75,316.65,419,62,175.63,3.3
2023-10-07 08:45:08.554277,Marketing,South,Product D,795.3,442.82,352.48,77,10,245.77,4.8
2023-10-07 17:31:00.330165,Marketing,West,Product C,357.58,166.67,190.91,25,69,239.14,3.5
2023-10-08 02:16:52.106053,IT,North,Product C,342.89,169.39,173.5,494,38,237.75,3.1
2023-10-08 11:02:43.881940,Marketing,East,Product D,926.27,543.75,382.52,159,60,169.33,3.5
2023-10-08 19:48:35.657828,Operations,South,Product D,779.78,539.15,240.63,301,79,173.79,2.6
2023-10-09 04:34:27.433716,Finance,South,Product D,1199.71,648.62,551.09,111,7,141.73,3.4
2023-10-09 13:20:19.209604,Finance,West,Product C,376.53,245.1,131.43,195,46,261.46,3.2
2023-10-09 22:06:10.985492,Sales,East,Product D,1146.79,810.6,336.19,448,66,126.36,4.2
2023-10-10 06:52:02.761380,IT,East,Product A,469.78,223.48,246.3,428,10,268.0,3.4
2023-10-10 15:37:54.537268,Sales,East,Product E,298.11,203.47,94.64,34,10,216.63,4.3
2023-10-11 00:23:46.313156,Marketing,East,Product E,654.95,435.6,219.35,81,67,196.4,4.6
2023-10-11 09:09:38.089044,Sales,North,Product B,640.35,336.14,304.21,90,24,147.46,4.3
2023-10-11 17:55:29.864932,Operations,East,Product B,646.44,482.46,163.98,70,25,91.56,3.7
2023-10-12 02:41:21.640820,Finance,South,Product E,537.49,264.39,273.1,27,6,148.19,3.9
2023-10-12 11:27:13.416708,Marketing,South,Product A,324.19,158.59,165.6,251,60,173.6,2.9
2023-10-12 20:13:05.192596,Sales,North,Product C,464.32,311.23,153.09,67,14,20.0,3.7
2023-10-13 04:58:56.968484,IT,South,Product C,232.56,128.4,104.16,341,74,184.21,3.3
2023-10-13 13:44:48.744372,Operations,South,Product A,614.08,316.73,297.35,386,27,273.95,4.2
2023-10-13 22:30:40.520260,Operations,East,Product C,456.39,211.09,245.3,66,34,245.38,5.0
2023-10-14 07:16:32.296148,Sales,South,Product D,901.99,602.41,299.58,106,41,160.3,4.1
2023-10-14 16:02:24.072036,Finance,North,Product E,616.77,416.45,200.32,224,59,203.75,2.6
2023-10-15 00:48:15.847923,Sales,East,Product E,319.54,191.18,128.36,328,53,155.51,3.6
2023-10-15 09:34:07.623811,Marketing,West,Product A,595.47,437.71,157.76,21,38,211.9,3.9
2023-10-15 18:19:59.399699,Sales,East,Product C,378.8,193.7,185.1,20,48,323.21,3.9
2023-10-16 03:05:51.175587,Operations,North,Product B,683.8,326.08,357.72,406,26,277.48,3.4
2023-10-16 11:51:42.951475,Sales,East,Product B,503.29,320.65,182.64,172,35,241.66,3.9
2023-10-16 20:37:34.727363,Finance,East,Product C,399.21,265.65,133.56,292,11,160.57,3.1
2023-10-17 05:23:26.503251,IT,North,Product B,729.24,349.1,380.14,226,25,260.0,3.2
2023-10-17 14:09:18.279139,HR,East,Product A,521.05,222.39,298.66,369,20,65.05,4.2
2023-10-17 22:55:10.055027,Sales,North,Product A,567.08,387.7,179.38,332,24,179.81,3.2
2023-10-18 07:41:01.830915,Finance,North,Product C,365.63,271.22,94.41,250,47,246.7,4.1
2023-10-18 16:26:53.606803,Finance,West,Product B,507.14,317.28,189.86,354,48,259.23,3.0
2023-10-19 01:12:45.382691,IT,South,Product A,375.14,186.54,188.6,54,51,253.59,4.9
2023-10-19 09:58:37.158579,Operations,South,Product A,460.53,344.86,115.67,467,23,223.59,3.3
2023-10-19 18:44:28.934467,Finance,East,Product D,634.96,452.5,182.46,90,52,184.34,3.7
2023-10-20 03:30:20.710355,Finance,East,Product D,663.87,384.83,279.04,264,73,243.04,4.0
2023-10-20 12:16:12.486243,Finance,West,Product A,267.53,184.29,83.24,76,15,123.77,3.5
2023-10-20 21:02:04.262131,Finance,West,Product C,259.37,177.81,81.56,415,33,132.43,3.9
2023-10-21 05:47:56.038019,Marketing,West,Product E,291.18,211.74,79.44,111,49,204.94,4.1
2023-10-21 14:33:47.813906,Marketing,North,Product E,429.92,298.5,131.42,471,72,213.86,4.4
2023-10-21 23:19:39.589794,Operations,West,Product A,438.81,274.38,164.43,100,40,53.95,4.3
2023-10-22 08:05:31.365682,Sales,West,Product A,659.69,404.56,255.13,51,52,236.41,3.7
2023-10-22 16:51:23.141570,Finance,East,Product A,656.1,369.76,286.34,285,19,261.82,3.7
2023-10-23 01:37:14.917458,IT,West,Product C,375.52,232.55,142.97,313,48,193.82,5.0
2023-10-23 10:23:06.693346,Sales,North,Product D,639.97,434.11,205.86,283,71,389.96,4.4
2023-10-23 19:08:58.469234,IT,North,Product A,337.05,249.13,87.92,393,78,145.37,3.2
2023-10-24 03:54:50.245122,Sales,East,Product A,537.8,303.08,234.72,86,44,171.11,3.9
2023-10-24 12:40:42.021010,Operations,West,Product B,992.73,596.41,396.32,243,18,168.39,3.6
2023-10-24 21:26:33.796898,Finance,West,Product C,534.82,297.19,237.63,463,67,193.9,3.7
2023-10-25 06:12:25.572786,Finance,North,Product A,391.82,248.4,143.42,211,55,173.7,3.1
2023-10-25 14:58:17.348674,HR,West,Product B,878.65,545.18,333.47,494,62,87.46,3.6
2023-10-25 23:44:09.124562,IT,West,Product E,540.52,219.58,320.94,230,19,156.28,4.9
2023-10-26 08:30:00.900450,Sales,West,Product A,295.79,174.34,121.45,271,69,192.19,4.1
2023-10-26 17:15:52.676338,Sales,South,Product A,700.88,302.06,398.82,48,59,298.29,2.3
2023-10-27 02:01:44.452226,Marketing,East,Product B,525.34,214.99,310.35,20,14,376.18,4.5
2023-10-27 10:47:36.228114,HR,South,Product C,341.46,231.14,110.32,121,46,306.84,4.5
2023-10-27 19:33:28.004002,Marketing,East,Product A,584.07,286.5,297.57,418,15,137.97,3.6
2023-10-28 04:19:19.779889,Marketing,North,Product E,405.14,210.36,194.78,117,20,144.34,4.2
2023-10-28 13:05:11.555777,Marketing,West,Product A,594.54,251.15,343.39,103,77,187.25,3.3
2023-10-28 21:51:03.331665,IT,East,Product E,645.5,298.75,346.75,320,23,342.76,3.5
2023-10-29 06:36:55.107553,IT,South,Product D,1149.72,767.97,381.75,93,35,186.77,4.7
2023-10-29 15:22:46.883441,Operations,West,Product D,1038.37,594.71,443.66,67,77,93.8,3.6
2023-10-30 00:08:38.659329,Operations,North,Product E,355.04,251.45,103.59,302,57,159.91,2.7
2023-10-30 08:54:30.435217,Marketing,East,Product C,262.53,141.51,121.02,25,12,260.56,3.8
2023-10-30 17:40:22.211105,HR,East,Product A,476.95,235.63,241.32,488,28,255.2,3.8
2023-10-31 02:26:13.986993,Sales,East,Product A,582.58,303.91,278.67,486,12,183.98,4.5
2023-10-31 11:12:05.762881,IT,West,Product D,742.94,482.52,260.42,335,52,254.67,3.8
2023-10-31 19:57:57.538769,HR,South,Product E,397.7,236.33,161.37,102,34,20.0,3.5
2023-11-01 04:43:49.314657,Finance,South,Product A,708.44,507.57,200.87,489,62,208.31,4.4
2023-11-01 13:29:41.090545,IT,East,Product A,439.08,268.17,170.91,466,59,268.85,3.9
